image,MEL,NV,BCC,AKIEC,BKL,DF,VASC,contrast,correlation,energy,dissimilarity,ASM,homogeneity,class_name,class
ISIC_0024318,0.0,0.0,0.0,0.0,0.0,1.0,0.0,33.08879985160452,0.992252838679694,0.7724598868901758,0.7964459283991837,0.596694276854383,0.8510668596091736,DF,5
ISIC_0024319,0.0,1.0,0.0,0.0,0.0,0.0,0.0,57.66982749026156,0.9745398900132043,0.7839654965301208,1.2511370803190505,0.6146018997497188,0.8343344913015239,NV,1
ISIC_0024320,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37.39481357818587,0.9792324866074116,0.6609726677182958,1.3215507327026528,0.4368848674706407,0.7617603869714145,NV,1
ISIC_0024321,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.235844926729733,0.9896086313632321,0.87255190694255,0.4012242626599889,0.7613468303090806,0.9266355345331163,NV,1
ISIC_0024322,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.70926358746058,0.9857183693059843,0.8664388474277908,0.6261843813763678,0.7507162763319986,0.9031868103593255,NV,1
ISIC_0024323,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.9432387312187,0.986609101512065,0.6509654667232424,1.5188647746243742,0.4237560388662089,0.7506418688807652,MEL,0
ISIC_0024324,0.0,0.0,0.0,0.0,1.0,0.0,0.0,57.05805230940457,0.983230703752701,0.8554467689100788,0.9543016138007793,0.7317891744386936,0.892583414480428,BKL,4
ISIC_0024325,0.0,1.0,0.0,0.0,0.0,0.0,0.0,65.73396401409758,0.983658689684445,0.6460009814519228,1.4527397514375813,0.4173172680368474,0.7566472795644923,NV,1
ISIC_0024326,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.61559636431089,0.9732644503839709,0.9172231059401892,0.320148395473938,0.8412982260705675,0.9460068954749334,NV,1
ISIC_0024327,0.0,1.0,0.0,0.0,0.0,0.0,0.0,59.95586718605083,0.9788747200284297,0.7054496532247474,1.708017065479503,0.4976592132349164,0.7704907412046714,NV,1
ISIC_0024328,0.0,1.0,0.0,0.0,0.0,0.0,0.0,139.01316267853824,0.9828669077832836,0.53893530879381,2.8182526432943784,0.29045126706467933,0.6358597275473558,NV,1
ISIC_0024329,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45.12833982563531,0.9866142868062008,0.8992400622833262,0.5558300871823408,0.8086326896153203,0.9305733485910028,AKIEC,3
ISIC_0024330,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36.135848636616586,0.9923356207867918,0.7523469370672505,0.7441810424782045,0.5660259137144734,0.857635177184398,DF,5
ISIC_0024331,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70.9051456130588,0.991279034353046,0.7239612726316322,0.927820441476535,0.5241199242704125,0.8456017388368848,BCC,2
ISIC_0024332,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78.21504730105733,0.9894719988643077,0.6980208601493519,1.227097013541087,0.4872331212036412,0.7991668150744581,BCC,2
ISIC_0024333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66.37804488963086,0.986468817727731,0.627350081043769,1.6583936189946202,0.39356812418562354,0.7291968914911998,MEL,0
ISIC_0024334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,57.80186236319793,0.9810309399673388,0.6900674963181171,1.1585828232238917,0.47619314947475455,0.7956202021175428,NV,1
ISIC_0024335,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.895729920237432,0.9693634381824099,0.9444037053467654,0.2939417547764793,0.8918983586727001,0.9610267630225273,NV,1
ISIC_0024336,0.0,0.0,0.0,0.0,1.0,0.0,0.0,47.29487664626229,0.9893132881463716,0.7988828540106683,0.9919643850862547,0.6382138144322307,0.8513425994905043,BKL,4
ISIC_0024337,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46.98173251715823,0.993246627367447,0.805259197752438,0.7708848080133556,0.6484423755649001,0.8681186198697105,BKL,4
ISIC_0024338,0.0,0.0,0.0,0.0,1.0,0.0,0.0,68.200979410128,0.9924744982534845,0.7012904720594627,1.0861138935262478,0.491808326201384,0.8090048215235929,BKL,4
ISIC_0024339,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.934127249118905,0.9730141410799286,0.8926173205304654,0.43773696902244486,0.7967656809109875,0.9303251353903182,NV,1
ISIC_0024340,0.0,1.0,0.0,0.0,0.0,0.0,0.0,57.04351697273233,0.9890162254559429,0.7675518321084626,1.3649638286032275,0.5891358149730576,0.8234603355404614,NV,1
ISIC_0024341,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32.29631608235949,0.9773914501508884,0.8116919415960264,0.7579298831385642,0.6588438080519271,0.8731097480696329,NV,1
ISIC_0024342,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44.546948618067155,0.9896198056078106,0.7487794210822879,1.0527916898534595,0.5606706214363263,0.8242010218913637,NV,1
ISIC_0024343,0.0,1.0,0.0,0.0,0.0,0.0,0.0,96.4472787979967,0.9818159379609043,0.6599285601981589,1.6801112966054537,0.43550570456521515,0.7475239266612697,NV,1
ISIC_0024344,0.0,1.0,0.0,0.0,0.0,0.0,0.0,40.56247078464107,0.9787174893759635,0.9232496855010498,0.5901094416620295,0.8523899817777875,0.9400328888544083,NV,1
ISIC_0024345,0.0,0.0,1.0,0.0,0.0,0.0,0.0,79.23075496197367,0.9921397704473625,0.6028662081567341,1.1197922463364869,0.3634476649372786,0.7878640383866334,BCC,2
ISIC_0024346,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46.62085698386199,0.9884221063718182,0.8157936098588946,0.7984195882025596,0.6655192138866064,0.8739376649040029,NV,1
ISIC_0024347,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33.19686885549991,0.9732440588628211,0.8199713028648749,0.6015804117974403,0.6723529375219204,0.8914493955812103,NV,1
ISIC_0024348,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48.99251344833982,0.985853286319547,0.7305794069142527,1.4045854201446855,0.5337462698071812,0.7933035266363052,NV,1
ISIC_0024349,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.1851827119273,0.9804979460356568,0.5780686156979968,1.4299981450565764,0.33416332445499836,0.7240970740300459,NV,1
ISIC_0024350,0.0,1.0,0.0,0.0,0.0,0.0,0.0,31.590139120756824,0.9841282926867341,0.8724147257528706,0.5031942125765164,0.7611074537104564,0.9187396272389567,NV,1
ISIC_0024351,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73.02677796327211,0.9880449731228276,0.5374683224007399,1.5833500278241512,0.2888721975842657,0.6940016921959373,MEL,0
ISIC_0024352,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.167033945464667,0.95894975712773,0.9195680191469947,0.46070858838805423,0.8456053418379277,0.9423890731442963,NV,1
ISIC_0024353,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.17992951214987,0.9766168085034532,0.8342878553118185,0.64189204229271,0.6960362255207937,0.8977861301371358,NV,1
ISIC_0024354,0.0,1.0,0.0,0.0,0.0,0.0,0.0,57.32540159525135,0.9941076600807922,0.6532123624503648,0.9045075125208683,0.4266863904579868,0.8051345179367987,NV,1
ISIC_0024355,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.69150806900391,0.9752131980477746,0.8653431255021782,0.6709033574475981,0.7488187248538785,0.9051280519358027,NV,1
ISIC_0024356,0.0,1.0,0.0,0.0,0.0,0.0,0.0,57.16195140048228,0.9921648739173384,0.7547571431832105,0.7158968651456131,0.5696583451860814,0.8704422713449338,NV,1
ISIC_0024357,0.0,1.0,0.0,0.0,0.0,0.0,0.0,84.78161380077908,0.9901657523050396,0.5802952545004456,2.0568651456130587,0.3367425823957369,0.6817200463853269,NV,1
ISIC_0024358,0.0,0.0,0.0,0.0,1.0,0.0,0.0,83.29575217955853,0.9841142295397979,0.8145044061338955,1.288770172509739,0.6634174276115299,0.8529777322700905,BKL,4
ISIC_0024359,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.434316453348174,0.9822828691261519,0.6115999212711702,1.3607122982749027,0.37405446369890166,0.7372821846227371,NV,1
ISIC_0024360,0.0,0.0,1.0,0.0,0.0,0.0,0.0,39.18078278612503,0.9847515801971812,0.9376485172520538,0.4503580040808756,0.879184741904975,0.9537665192462557,BCC,2
ISIC_0024361,0.0,1.0,0.0,0.0,0.0,0.0,0.0,88.72071229827489,0.9884926310653358,0.37284170315609355,2.647916898534594,0.13901093561233657,0.5329384451946294,NV,1
ISIC_0024362,0.0,1.0,0.0,0.0,0.0,0.0,0.0,53.68202559821927,0.9837145505581488,0.5768987650445566,1.4603227601558157,0.3328121851099346,0.7179356514187514,NV,1
ISIC_0024363,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32.198783157113716,0.9805552305349879,0.8983742287889553,0.5090187349285847,0.8070762549521503,0.9279872931037811,NV,1
ISIC_0024364,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.60254498237803,0.9798059241212843,0.871340640887834,0.6636764978668148,0.7592345124628213,0.9055164532614957,NV,1
ISIC_0024365,0.0,1.0,0.0,0.0,0.0,0.0,0.0,62.66063068076424,0.984250527293945,0.4002657166801957,2.5361491374513077,0.1602126439495107,0.5503391176801102,NV,1
ISIC_0024366,0.0,1.0,0.0,0.0,0.0,0.0,0.0,85.90553886106471,0.9776227314891021,0.8383166081777769,0.9059988870339453,0.7027747355466922,0.8852345624070828,NV,1
ISIC_0024367,1.0,0.0,0.0,0.0,0.0,0.0,0.0,42.571181598961225,0.9679643216486654,0.9370575365115216,0.6815581524763494,0.8780768267330415,0.9470413344862493,MEL,0
ISIC_0024368,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.724681877202755,0.9845319081192211,0.6547819333716944,1.284555741049898,0.42873938026997405,0.7726884284857412,NV,1
ISIC_0024369,0.0,1.0,0.0,0.0,0.0,0.0,0.0,51.29906139862734,0.9848453814926209,0.7519337409094083,1.0953515117788906,0.5654043507180172,0.8279526939428389,NV,1
ISIC_0024370,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.79519940641811,0.9864359281304501,0.748597334847089,0.9205935818957522,0.5603979697401648,0.8273238157963141,VASC,6
ISIC_0024371,0.0,0.0,0.0,0.0,1.0,0.0,0.0,125.44626970877388,0.9872909372906498,0.32378904578143985,2.4365943238731216,0.10483934616805535,0.571049632257617,BKL,4
ISIC_0024372,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108.04326470042665,0.987166256779951,0.6354108455517675,1.6592320534223708,0.40374694264481215,0.7476685348789658,AKIEC,3
ISIC_0024373,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.074539046559085,0.9837196403422851,0.8922343653209333,0.4547950287516231,0.7960821626596485,0.928651755345707,NV,1
ISIC_0024374,0.0,1.0,0.0,0.0,0.0,0.0,0.0,85.73757744388797,0.9844437755864612,0.7043075657492333,2.1049007605268044,0.4960491471716106,0.763773799259696,NV,1
ISIC_0024375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.242307549619731,0.9692203244625699,0.979826454834021,0.17695418289742157,0.9600598815926057,0.984677130584343,VASC,6
ISIC_0024376,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.376627712854763,0.9830831080586548,0.887080032415936,0.642663698757188,0.7869109839110582,0.9135283035521989,NV,1
ISIC_0024377,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47.35258022630312,0.9708504422067531,0.918457088318514,0.5836171396772399,0.8435634230825227,0.9370129890158616,NV,1
ISIC_0024378,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.720549063253571,0.9257218151483044,0.9928549112643479,0.08662585791133373,0.985760874821736,0.9942240960639884,NV,1
ISIC_0024379,0.0,1.0,0.0,0.0,0.0,0.0,0.0,116.09924689296979,0.9875515250274612,0.775248633808954,1.3890558337970693,0.6010104442226497,0.8283869277052878,NV,1
ISIC_0024380,0.0,1.0,0.0,0.0,0.0,0.0,0.0,61.12204785754033,0.9882198822798818,0.8373665543695463,0.8595882025598217,0.7011827463767264,0.8818489239676348,NV,1
ISIC_0024381,0.0,0.0,0.0,0.0,1.0,0.0,0.0,73.4106214060471,0.9913177497407807,0.2700953104822653,1.9759191244667034,0.07295147674451129,0.5550704688131627,BKL,4
ISIC_0024382,0.0,0.0,0.0,0.0,1.0,0.0,0.0,73.59044333147838,0.988585793796124,0.6900357723222952,1.6399703209052123,0.47614936708442634,0.7697672671231149,BKL,4
ISIC_0024383,0.0,0.0,0.0,0.0,1.0,0.0,0.0,77.43677981821556,0.9872881629867057,0.6377988511765089,1.4423223891671306,0.40678737456207453,0.7483016866573733,BKL,4
ISIC_0024384,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.78337228714524,0.9841663259066158,0.895726622137589,0.4462251901317011,0.8023261816060152,0.9283119658997745,NV,1
ISIC_0024385,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.28672231496939,0.9810743868799593,0.9464338171293781,0.2738193285104804,0.8957369702060852,0.9647654740809355,NV,1
ISIC_0024386,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40.336909664255245,0.9962350997987544,0.7047099969099899,1.2350584307178634,0.496616179744878,0.784554836623286,DF,5
ISIC_0024387,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.03554813578186,0.9557367778024966,0.9685153620842682,0.22990910777221302,0.9380220065932213,0.975704625690387,NV,1
ISIC_0024388,0.0,1.0,0.0,0.0,0.0,0.0,0.0,54.144533481728814,0.9904202388491863,0.3901199064709271,1.497291782600631,0.1521935414248849,0.645855567264632,NV,1
ISIC_0024389,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.728124652198108,0.9717022120339986,0.9552946400843639,0.20733073641253935,0.9125878493739145,0.9702653994524331,NV,1
ISIC_0024390,0.0,1.0,0.0,0.0,0.0,0.0,0.0,82.33158226674088,0.9802103205356082,0.5475824290897364,2.006455203116305,0.2998465166478162,0.6754066649625013,NV,1
ISIC_0024391,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.27300315340382,0.9632506999973345,0.9772301725520858,0.12639584492672973,0.9549788101461792,0.9852221433914203,NV,1
ISIC_0024392,0.0,1.0,0.0,0.0,0.0,0.0,0.0,84.47773696902246,0.9796775188757173,0.6392139819400147,1.5134705991467259,0.4085945147076094,0.7516794911769411,NV,1
ISIC_0024393,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.923806343906506,0.9573555391743644,0.9158246610987045,0.39252828788721944,0.8387348098765569,0.9466904865346492,NV,1
ISIC_0024394,0.0,1.0,0.0,0.0,0.0,0.0,0.0,96.95002040437768,0.9840460781715397,0.5135843439364144,1.810728992765721,0.2637688783365972,0.6763346869335336,NV,1
ISIC_0024395,0.0,1.0,0.0,0.0,0.0,0.0,0.0,89.42424040066777,0.9898583329664851,0.5165354819105051,1.3655945093674642,0.2668089040725177,0.7234089417842974,NV,1
ISIC_0024396,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.85973659803376,0.9853859678127397,0.9312934651619038,0.42206640697458725,0.8673075182532661,0.9481115205080995,DF,5
ISIC_0024397,0.0,1.0,0.0,0.0,0.0,0.0,0.0,55.546154702281584,0.9823468433805131,0.49877239490550374,1.9444926729734744,0.24877390191977175,0.6600328251687756,NV,1
ISIC_0024398,0.0,1.0,0.0,0.0,0.0,0.0,0.0,31.9997922463365,0.974967579385788,0.9116680305338316,0.4780708588388056,0.8311385978974354,0.9384828787727173,NV,1
ISIC_0024399,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37.52865887590429,0.9814455538457741,0.7663181651645485,0.7828232238916715,0.5872435302611603,0.8568560661426974,NV,1
ISIC_0024400,1.0,0.0,0.0,0.0,0.0,0.0,0.0,95.42635132628455,0.9848903939515051,0.2599623922280182,3.329122611760342,0.06758044537291397,0.46139044745138635,MEL,0
ISIC_0024401,0.0,1.0,0.0,0.0,0.0,0.0,0.0,53.889311815989615,0.9841419524060366,0.7362110102816283,0.9632424411055464,0.5420066516598957,0.8304299495964789,NV,1
ISIC_0024402,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.683680207753667,0.972167954273612,0.9620608469028541,0.2776405119643851,0.9255610731434369,0.9719375232310411,VASC,6
ISIC_0024403,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.27407160081618,0.9825810349501841,0.8708457397158073,0.767575588944537,0.7583723023811716,0.9015857267208273,BCC,2
ISIC_0024404,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.271289185679834,0.9718705834048487,0.9412661889479219,0.2774030792060842,0.8859820384565451,0.9615927390535652,NV,1
ISIC_0024405,0.0,1.0,0.0,0.0,0.0,0.0,0.0,39.3408347245409,0.9839858029996645,0.8583508894800982,0.5516527545909851,0.7367662494712758,0.9103648975989291,NV,1
ISIC_0024406,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.20449638286032,0.9812842620883677,0.8755256083130206,0.6288035614913745,0.7665450908118847,0.9117995257991163,NV,1
ISIC_0024407,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.1446484882211,0.9665429634491036,0.9129690979369726,0.5164830272676681,0.8335125737878495,0.9345824051417104,NV,1
ISIC_0024408,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33.846959747727695,0.9838017566354295,0.9214091591641225,0.5728436282693377,0.8489948385915352,0.9384468129401599,BKL,4
ISIC_0024409,0.0,0.0,0.0,0.0,1.0,0.0,0.0,40.207308477091445,0.9754402560919261,0.9576279272914908,0.4290038953811909,0.9170512471285968,0.966227396658047,BKL,4
ISIC_0024410,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.862711927286213,0.9809936506757339,0.8821859399308246,0.5026451493229456,0.7782520326116324,0.9190826648395053,MEL,0
ISIC_0024411,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.36566128733074,0.9812933382182283,0.9576421954728854,0.36245594509367457,0.9170785745501281,0.9679070145035067,BCC,2
ISIC_0024412,0.0,0.0,0.0,0.0,1.0,0.0,0.0,39.741465405305135,0.991110795939683,0.8268304603256381,0.6567167501391208,0.6836486101223067,0.8908321726621897,BKL,4
ISIC_0024413,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.36652198107958,0.9852042527591705,0.8234931734690683,0.6095640882953072,0.6781410067501569,0.8872173096158186,NV,1
ISIC_0024414,0.0,1.0,0.0,0.0,0.0,0.0,0.0,65.99413837877943,0.9827019558976733,0.7199045932186483,1.219565943238731,0.5182626233373074,0.8114503179516872,NV,1
ISIC_0024415,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46.47866815062141,0.9765042778605864,0.3412299933095005,2.3238323131144503,0.11643790833400174,0.5341892509476609,NV,1
ISIC_0024416,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.078901873492857,0.9449528228758625,0.9822078172784326,0.17969207939157852,0.9647321963228629,0.9855704927213401,NV,1
ISIC_0024417,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.83571137080319,0.9816855333536534,0.8647156529916161,0.6185865331107402,0.7477331605287171,0.9043319421920197,NV,1
ISIC_0024418,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31.66566499721758,0.9704604208535137,0.9375274605632377,0.5046559079948062,0.8789577393101532,0.9490462341904853,AKIEC,3
ISIC_0024419,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32.29547764793174,0.9784891778985805,0.8928280763402036,0.5360638100537933,0.7971419739013484,0.9238798160602383,NV,1
ISIC_0024420,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.3267668336116,0.9876360199984743,0.7762475491093134,1.5687775922834355,0.6025602574982158,0.8210908280157384,BKL,4
ISIC_0024421,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46.738586533110734,0.9904827459904135,0.6343257184668777,1.8972287145242068,0.4023691171085205,0.719003364063392,NV,1
ISIC_0024422,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46.88041550732703,0.9926623365123235,0.7981840762416833,0.7134038211834539,0.6370978195657893,0.874948206311383,BKL,4
ISIC_0024423,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.507045075125202,0.9698447226938698,0.8649734999392374,0.5506510851419031,0.748179155597134,0.9137010654761659,NV,1
ISIC_0024424,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44.44362084956409,0.9559834286928051,0.03972838172977586,3.4910109441662027,0.0015783443148667882,0.31273849960471706,NV,1
ISIC_0024425,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43.26527174921166,0.9883667021310151,0.8441587262720607,0.6350213318493786,0.712603955141268,0.898315676065841,NV,1
ISIC_0024426,0.0,0.0,0.0,0.0,1.0,0.0,0.0,102.69292153589315,0.9917310524968591,0.4615329091658321,2.6047968836950472,0.21301262624307624,0.6156206619586595,BKL,4
ISIC_0024427,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68.29015025041738,0.9884598720644359,0.6400197425173179,1.3832238916713042,0.4096252708119338,0.7547762211482256,NV,1
ISIC_0024428,0.0,1.0,0.0,0.0,0.0,0.0,0.0,45.13330365423855,0.9833749403116434,0.8149553140780815,0.9397885364496383,0.6641521639441046,0.8616452344479254,NV,1
ISIC_0024429,0.0,1.0,0.0,0.0,0.0,0.0,0.0,81.52020033388979,0.9832948342445568,0.5003431302280129,2.40955666852161,0.2503432479663663,0.6187537929386602,NV,1
ISIC_0024430,0.0,1.0,0.0,0.0,0.0,0.0,0.0,56.423023557781484,0.9850480726834988,0.8192945782346447,0.8639287701725098,0.6712436059246844,0.8760659772499205,NV,1
ISIC_0024431,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.51844926729734,0.9884639710461665,0.9158186686653275,0.5697050639955481,0.8387238338759329,0.9369256406363785,BCC,2
ISIC_0024432,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31.920675199406414,0.9830835133621594,0.9359922998730407,0.3642886291968095,0.8760815854216241,0.9549733790094529,BCC,2
ISIC_0024433,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.58046373585606,0.9864916674282129,0.8984566592444798,0.5510814320163235,0.8072243685407513,0.9225051151461734,NV,1
ISIC_0024434,0.0,1.0,0.0,0.0,0.0,0.0,0.0,39.7887516230755,0.9881386623932396,0.8504791000932733,0.5554887775922835,0.723314699695464,0.9052319803094305,NV,1
ISIC_0024435,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33.81590057503246,0.9883907206313647,0.880144021649965,0.7338007790762382,0.7746534988461741,0.9063287826862192,BKL,4
ISIC_0024436,0.0,0.0,1.0,0.0,0.0,0.0,0.0,44.19240957150807,0.9903293753650186,0.8580898347692635,0.5311148209979596,0.7363181645343418,0.914145343326322,BCC,2
ISIC_0024437,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.79145984047486,0.9757868291683947,0.9496509862136217,0.35606751994064173,0.9018369956165042,0.9611134909803383,NV,1
ISIC_0024438,0.0,1.0,0.0,0.0,0.0,0.0,0.0,76.25839361899463,0.9880496080188753,0.48361588284076684,1.6931626785383045,0.2338843221358543,0.6646908871445908,NV,1
ISIC_0024439,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38.91933222036728,0.9878054474562089,0.8567598245362673,0.6107883509552959,0.7340373969394155,0.9011826712769201,NV,1
ISIC_0024440,0.0,1.0,0.0,0.0,0.0,0.0,0.0,39.49863847152662,0.9892287118652653,0.7129096279552042,0.9740233722871453,0.5082401376312277,0.813415896089144,NV,1
ISIC_0024441,0.0,1.0,0.0,0.0,0.0,0.0,0.0,89.88008903728436,0.988193834248003,0.6692639885302836,1.3547913188647749,0.44791428634346353,0.7699761883504276,NV,1
ISIC_0024442,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.55660916342052,0.989987791024888,0.7862376767977685,0.7325765164162493,0.6181696844163522,0.8642966298637221,NV,1
ISIC_0024443,0.0,0.0,1.0,0.0,0.0,0.0,0.0,57.947705434984236,0.9922581268255148,0.8598748292648767,0.5852717492116492,0.7393847220033009,0.9153229733380959,BCC,2
ISIC_0024444,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37.45913559636432,0.9819643414144744,0.8072401951223953,0.9032906696345764,0.6516367326212428,0.8616008801746846,NV,1
ISIC_0024445,0.0,0.0,0.0,0.0,1.0,0.0,0.0,59.12879985160451,0.9859332689068752,0.8515168363433102,0.7306993136709329,0.7250809225761198,0.8995421369599302,BKL,4
ISIC_0024446,0.0,0.0,0.0,0.0,1.0,0.0,0.0,52.10557595993323,0.9906536292838399,0.7734162533757861,0.9091597106288261,0.5981727009858382,0.8512358121692647,BKL,4
ISIC_0024447,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46.16816917084029,0.9778158266558209,0.8868383530336476,0.6723576330921907,0.7864822644114325,0.9142241349466503,NV,1
ISIC_0024448,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.858178445557414,0.9916448658964707,0.6728082291080518,1.0144611389352622,0.4526709131555127,0.8121232964938895,BCC,2
ISIC_0024449,1.0,0.0,0.0,0.0,0.0,0.0,0.0,90.7265924689297,0.9843076459786813,0.23249202234764446,3.791010944166203,0.054052540455297615,0.39756744131973293,MEL,0
ISIC_0024450,0.0,0.0,0.0,1.0,0.0,0.0,0.0,138.38507883509553,0.9884098654817749,0.3905421609432061,2.634820997959562,0.1525231794741891,0.5785928730294464,AKIEC,3
ISIC_0024451,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75.78718605082544,0.986634139905749,0.43415994757626564,1.9404488963086628,0.18849486007942573,0.6266913471866383,NV,1
